,Unnamed: 0,cenx,ceny,ella,ellb,ellt,ellr,flx_iso,flx_err,collide,em,n
0,0,6371.4316,249.7466,24.826,8.929999999999998,-73.23,18.742,116.04646161590368,0.01677225108672165,-1,33722021.34845476,33651.33121490085
1,1,6614.0068,180.8126,18.24,7.527999999999999,86.65999999999998,20.78,3.0187886570422107,0.008660938235835174,-1,1416342.1215834492,7773.97208156949
2,2,6156.1577,128.2237,14.127,5.189,-78.59,22.203000000000003,2.639221287865684,0.00862491223738323,-1,2319434.4094747417,11638.383028786337
3,3,6717.5981,41.8861,9.4,3.179,-77.29,13.855,0.7285781878572342,0.0048236733258924976,-1,1570716.079863745,11986.137396001819
4,4,6223.5859,32.6964,3.227,2.193,77.23999999999998,14.41,0.25406209994300205,0.0033733010601449194,-1,2312821.9074451798,20849.550631213267
5,5,6473.5513,113.6015,10.793,6.959,-73.0,14.449000000000002,1.2808906659506407,0.0058233163546541535,-1,1098659.090247983,7961.4876448910445
6,6,5993.3726,452.7561,19.317999999999998,7.057,87.62,14.088,12.613830660101314,0.011278686753366914,-1,5960800.9995254595,15976.871564479996
7,7,6602.709,166.1171,7.057,4.329,-63.55,13.657,0.9661364272138404,0.0047586849751983535,-1,2037373.5321638642,13575.892997253546
8,8,6052.1289,282.894,16.472,6.715,86.11,5.888,2.6892011438419186,0.008874023408696497,-1,1566285.1945864125,8629.235786767793
9,9,6426.75,260.3407,7.936,7.175,86.42,9.795000000000002,3.8191996251968257,0.006213683871826771,-1,4321044.118546223,16920.90009529043
10,10,5941.168000000001,461.2302,18.948,8.186999999999998,87.59999999999998,14.86,45.05716152723417,0.015035109322783425,-1,18711800.071274668,27407.58343221117
11,11,6139.8389,348.8845,15.52,9.406,-43.43,12.47,60.34143048108101,0.011839471908667926,-1,26629242.72495668,33196.34255656041
12,12,6410.831999999999,262.9578,11.844000000000001,7.324,70.33,14.398,4.031721134648741,0.006973544231175192,-1,2994219.6557343365,12678.420363728806
13,13,6273.6758,179.6053,5.774,3.736,49.54,7.774,0.7303153423737384,0.0042629430066245255,-1,2181055.331006046,15323.128092251025
14,14,6405.0767,318.7274,14.953,8.072000000000001,-80.83,14.925999999999998,7.131871161646142,0.009641476645736348,-1,3806570.770784322,13162.081777125495
15,15,6098.2563,330.3149,16.137999999999998,5.907,-79.46,14.276,49.72285351718954,0.009346304481924469,-1,33603094.108931765,41483.02954287565
16,16,6119.3345,345.7753,16.576,7.259999999999998,88.32,13.659,72.53520437551553,0.009676643121251776,-1,38830446.67434785,42069.47629000542
17,17,6312.6919,214.6851,6.54,3.112,74.96,9.145,0.4397309141169332,0.0039885052395853965,-1,1391904.9138516127,12420.396266938807
18,18,6606.3442,221.418,7.578999999999998,4.43,87.37,10.176,0.8059163783463631,0.004656465508581926,-1,1546372.9872821427,11551.49571021573
19,19,6088.1094,234.0381,8.043,6.431,12.99,9.136000000000001,2.176916546881592,0.0062500210328848135,-1,2711347.0363080776,13729.458596208855
20,20,6121.0244,262.7737,10.485,3.6660000000000004,-63.79,-14.613,3.4514334804335483,0.004740807153170113,-1,5784669.062501247,21599.019544568364
21,21,6189.9497,226.7494,4.935,3.698,-38.33,5.914,3.1649891726714063,0.003655215656526485,-1,11172698.283251585,36161.84011269423
22,22,6585.1714,273.4514,9.096,3.593,-86.93,12.457,0.9562040913220536,0.0051747285084004025,-1,1884876.2175745007,12839.541114839098
23,23,6138.7793,253.4711,11.91,4.39,-21.34,-0.231,7.8358370249892975,0.005818453801305577,-1,9654927.545425061,25838.38953162858
24,24,6321.4512,322.4897,14.626,7.623999999999999,28.3,7.905,2.152745333619356,0.006089444549802561,-1,1243724.260345737,7673.967240721061
25,25,6398.1587,290.3558,10.659,6.29,44.3,13.710999999999999,8.621750876315533,0.006576634647735018,-1,8284537.502595164,22491.962946802723
26,26,6162.8813,244.7637,5.774,3.563,45.22,8.892999999999999,7.788031481486005,0.0039024126677096155,-1,24387933.523808897,51850.070708052546
27,27,6380.6763,256.224,5.86,2.926,83.45,6.249,12.316088854275955,0.003227497149312841,-1,46274398.44061512,74750.2085340914
28,28,6475.2095,335.8251,9.998,6.025,69.23,16.433,2.974141924093446,0.007991191332366743,-1,3180763.735882519,14314.7300331746
29,29,6475.2822,300.0158,7.332000000000001,5.754,-43.5,14.841,1.3695248241950846,0.00600990042047725,-1,2091305.6027267762,12688.073161265811
30,30,6185.543000000001,252.1795,3.406,1.9580000000000002,36.96,5.593999999999999,2.6846472025862758,0.0021013779984815025,-1,25934017.336634845,70860.72114554186
31,31,6300.0576,281.9409,4.994,2.503,-83.92,7.316,0.4145221520992812,0.003305488016120826,-1,2136378.8147915886,17381.88157128053
32,32,6061.1289,318.8866,8.193999999999999,3.219,87.62999999999998,3.467,0.7708512857292339,0.004613716357427729,-1,1882753.9649667903,13538.718348520322
33,33,6198.3999,340.8299,13.744000000000002,10.225,-15.75,12.296,4.341549822361797,0.007636170101887667,-1,1990252.7474603937,9162.099469411169
34,34,6318.3828,301.895,5.005,4.207,-35.55,6.805,0.8254593028942047,0.0038732896331380366,-1,2525567.4904388385,16589.005189686162
35,35,6109.9248,321.1378,5.9270000000000005,2.572,89.43,6.442,14.472746675090024,0.003227497149312841,-1,61162464.2660179,88501.57850770441
36,36,6047.1802,325.2652,5.627000000000001,3.93,43.63,4.044,0.4007456827655993,0.0040797230676657215,-1,1167452.6973519796,11141.33626638557
37,37,6500.7539,338.0645,5.0,4.96,11.89,12.969000000000001,0.7681918656523599,0.00436789279758381,-1,1995528.4753457408,14154.712301796495
38,38,6023.9526,352.2845,8.891999999999998,4.796,-26.69,10.665,1.146699114031963,0.005938831646398368,-1,1732250.736151308,11516.505579518052
39,39,5915.5928,371.6858,6.852,3.3560000000000003,80.84999999999998,23.1,1.0093872643075428,0.005196562176347155,-1,2827863.357097137,17171.34783848141
40,40,5959.4565,371.8446,8.920999999999998,5.909,-62.85,14.032,1.4341382494540114,0.005991031724084508,-1,1752683.0860493411,10986.385089440617
41,41,6156.9482,366.9963,10.495999999999999,4.515,-11.89,9.401,17.74201995478471,0.0069246636463729605,-1,24119116.360962097,41854.803213593645
42,42,5972.7212,402.6082,10.248,5.853,51.91,9.325,2.114473608325857,0.006674893167406606,-1,2271038.6955921114,12108.57006193335
43,43,6125.3135,412.5611,9.504,4.35,-80.11,7.257999999999999,1.2522361606474262,0.005630552395432892,-1,1951328.8347461256,12318.31518617349
44,44,5992.5845,404.3052,8.642999999999999,4.026,69.85,10.479000000000001,1.357326994984718,0.00488200356197009,-1,2512963.085899234,14594.643324548446
45,45,6147.0195,412.0958,9.855,6.728,-75.11,-39.643,1.7150020344117038,0.00691648415065364,-1,1666333.5335390656,10115.336073706132
46,46,6191.6226,357.926,7.622000000000001,3.0380000000000003,10.79,9.02,1.480146956432747,0.0038439459791777117,-1,4118015.989507608,20685.44356059727
47,47,7230.5762,374.4398,5.93,3.0180000000000002,-41.59,24.574,0.3462095900718741,0.003537147301104365,-1,1246249.7121271868,12136.516634173733
48,48,6205.5259,503.4682,6.436,3.717,-63.98,15.073,0.7759085707579377,0.004716862935579538,-1,2089497.5135870287,14615.167006722262
49,49,6076.1611,439.4782,4.043,1.97,-76.97,9.527999999999999,0.1585106949444688,0.0024264625806894482,-1,1282119.5090783434,15071.509949524956
50,50,6395.209,516.7315,5.531000000000001,2.645,77.07,15.38,0.3607586098431557,0.003769588318372896,-1,1588646.5207343407,14410.9066994868
51,51,5915.7886,578.2365,10.512,5.377000000000001,-72.68999999999998,22.023000000000003,1.7961427849781424,0.007797567850208966,-1,2047176.914404238,11668.266580427673
52,52,6174.7939,550.9435,6.178999999999999,4.279,-71.05,13.161,0.6356552142006232,0.0043222908974548495,-1,1548820.3213070214,12272.142819595625
53,53,7179.5898,550.8412,3.498,2.565,-12.97,10.264000000000001,0.1877122853215203,0.0026064395421592874,-1,1347799.9271403078,14999.297627044329
54,54,7202.7979,655.5363,8.669,4.131,-82.82,17.433,1.0025902742491704,0.006005189622661978,-1,1803595.7177678593,12275.764561156368
55,55,7073.2919999999995,719.9811,15.995,7.335,-28.52,14.289000000000001,11.417327547975823,0.010371314914622624,-1,6269313.738785768,17011.746933466657
56,56,6941.0894,638.7028,4.842,2.248,-13.09,10.967,0.22290388339162076,0.0028353136667669306,-1,1319278.3903739334,14139.95259834628
57,57,7138.1489,708.4798,7.037999999999999,5.172000000000001,87.23999999999998,8.175,0.6979159185907365,0.0047527333527284344,-1,1235194.1652726275,10117.55731351585
58,58,7165.1567,695.3480000000001,5.37,3.5460000000000003,89.65999999999998,6.1129999999999995,0.3992098912634514,0.00380694823521,-1,1350604.4689454662,12440.0131411641
59,59,7059.8467,776.7839,7.317999999999999,5.84,47.21,11.283,0.9878305820904812,0.005813587422187255,-1,1489076.8814806,10671.912349559854
60,60,7031.6855,740.3279999999999,4.186,2.823,12.920000000000005,4.8919999999999995,1.3879408045010857,0.0027232823760057487,-1,7566599.5077268835,33174.76464887741
61,61,7052.2231,740.4989,4.489,2.74,-21.72,5.117,1.245800960881472,0.002914087541116492,-1,6525118.443193663,30500.303420895063
62,62,2065.1868,1102.3018,12.138000000000005,5.419,-46.0,23.947,1.9970824141489765,0.008093262869219615,-1,1956003.4176686818,10981.286838873833
63,63,2261.0557,1132.733,9.717,5.693,-43.9,12.549000000000001,1.387375865835096,0.005995755274465607,-1,1615699.7394966057,10421.901950822632
64,64,2185.7009,1159.0664,10.703,7.075,-27.39,64.218,2.087380782233412,0.007356748632124636,-1,1775863.647552989,10101.40580349539
65,65,2241.2083,1141.6464,7.428,5.228,25.35,10.734000000000002,1.3199632523778673,0.0053627663667274025,-1,2189748.6776380013,13255.016419559732
66,66,2212.4705,1149.5865,7.889999999999999,6.135,-6.68,14.331,1.72631738606707,0.0058765430138891005,-1,2297571.207828415,12849.806850601844
67,67,2285.4551,1122.3751,7.127000000000001,3.182,-9.96,11.722000000000001,0.42423705674377377,0.003995595666183372,-1,1205151.298516166,11248.74456948624
68,68,2097.877,1191.5071,18.17,6.645,-14.78,35.429,4.863083855314051,0.010707042788267023,-1,2594787.2289490476,10866.092553914103
69,69,2159.7214,1186.4658,6.5520000000000005,4.977,73.54999999999998,25.273000000000003,1.1108292069857,0.006075483040738781,-1,2194550.942625529,13861.890157025651
70,70,2053.8418,1213.843,12.446,5.8629999999999995,-38.46,17.084,2.4732798003414045,0.00766945939971385,-1,2183551.6326571116,11305.22765843578
71,71,2224.7205,1146.1393,2.7489999999999997,1.926,-45.9,3.568,0.2044305165394128,0.0018430314189987129,-1,2487451.4296858893,23249.01465311533
72,72,4902.4536,1215.255,8.468,7.02,-73.46,13.628,1.713698722184522,0.006821704530938757,-1,1857190.346088365,10974.474166843318
73,73,1945.9983,1284.4991000000002,11.216,5.112,-83.03,22.72,1.7727418266916581,0.0077026058688028035,-1,1991849.6424619704,11468.485418132666
74,74,4563.1748,1706.9784,6.093,5.149,-26.51,9.844,0.9506814651664433,0.004899366180339053,14,1952184.5121677222,13201.002586469398
75,75,3849.2070000000003,1862.1393,5.86,3.465,-86.26,7.264999999999999,2.114741412208155,0.005331002275773737,-1,6709595.22743789,27285.564865574466
76,76,3320.7593,2085.3472,3.588,2.0340000000000003,-84.73999999999998,4.675,0.2707007551501547,0.0025180591599747357,-1,2389604.2961095353,21030.381527995578
77,77,4141.7109,2383.6228,14.800999999999998,6.035,78.81,15.415999999999999,3.11487924052377,0.008197517645341506,-1,2246532.921780542,10901.827667752326
78,78,4871.3345,2939.0369,16.123999999999995,10.297,5.48,15.133,55.8405526518311,0.015498639585343175,27,21667365.614947725,28996.273164466544
79,79,4838.0864,2964.1628,8.42,4.689,58.22,7.795,2.638250817606501,0.005715377362265796,30,4304905.904729866,18508.394711249493
80,80,4915.019,2934.613,5.834,4.599,-11.74,14.844000000000001,0.713544953161627,0.00443860577507621,-1,1713292.0925277886,12860.067520332692
81,81,4621.0762,4046.427,15.969000000000001,14.68,59.1,15.936,299.0733012230077,0.021951935242201136,58,82189014.71668366,51807.29833337215
82,82,4629.1836,3993.54,7.747999999999999,3.983,-75.09999999999998,7.23,1.9449805312196788,0.005196562176347155,-1,4060273.102363695,19116.687711059185
83,83,4672.0591,4041.5234,6.525,4.803999999999999,81.34,7.777999999999999,6.428735490338108,0.006019313089311721,78,13212407.153562417,34350.265464307246
84,84,4604.1592,4096.501,12.265,5.66,25.55,8.388,9.726569416451554,0.007662074388845345,-1,9026421.569721654,23274.04194622179
85,85,3770.7458,4241.334,17.151,11.263000000000002,-72.81,15.395,17.909282608128322,0.013699316310448606,-1,5972753.131734781,14658.394368564821
86,86,4730.395,4579.5845,16.732,13.142000000000001,83.92,15.526,117.60726089963184,0.01723011921005568,85,34455989.19521829,34085.13620281809
87,87,4721.0859,4689.2427,16.774,6.167000000000001,-85.42,11.07,74.48236814600423,0.012931892404310148,87,46385559.074352905,47752.79026271855
88,88,4214.269,4607.1289,16.427,6.925,-82.09,17.264,10.687304366885105,0.009276384714026302,-1,6052433.81689758,16844.39891645637
89,89,4531.6812,4692.7251,24.509,8.625999999999998,71.77,6.024,7.799192527094905,0.009303807831573578,-1,2376591.2930065873,9040.209428566126
90,90,4796.0469,4744.5488,9.547,4.3580000000000005,-88.9,7.852999999999998,15.741486696323845,0.007739266945032769,93,24374263.637921948,43467.2552246498
91,91,4956.9629,4913.2305,21.897,13.179,-35.72,16.782,60.480624737046654,0.014439692024474997,133,13501720.030410916,19934.84128159472
92,92,5046.1836,4869.7559,18.414,10.921,83.67,16.955,29.892473383116158,0.015285314664244369,125,9576155.978770146,18375.0263848341
93,93,4610.1162,4724.5083,10.595999999999998,6.462999999999999,-55.92,10.06,14.453018455760764,0.007452320186177172,90,13596350.689068792,28661.71377343421
94,94,4709.1201,4770.4961,10.839,7.985999999999998,63.62,10.933,101.81637076330696,0.010228405836232522,89,75777277.23141311,63815.30803097598
95,95,4458.0811,5041.8516,17.090999999999998,7.5729999999999995,-83.25,13.002,19.018615556565933,0.011053064533044315,126,9466367.810325323,20397.072134293434
96,96,4525.5757,4775.063,10.083,4.2410000000000005,-74.93,9.755,17.94810141849566,0.006094090309532137,92,27039607.38279596,45469.5528047246
97,97,4441.7871,4871.2402,15.770999999999999,5.888999999999999,89.18999999999998,15.685,17.002549672931806,0.009358411767917487,100,11793784.075629298,24736.394119407716
98,98,4787.5103,4806.8618,8.818999999999999,5.644,77.15999999999998,7.248999999999999,25.074694293147374,0.008138604617005772,106,32454072.741949435,47958.7679751339
99,99,4553.9961,4747.6338,8.579,5.301,-3.36,6.0889999999999995,16.439460128986443,0.006263594863947557,96,23288042.51234321,41553.04714912958
100,100,4727.7173,4764.7495,7.602,4.619,53.85,9.265,28.503030326361042,0.005523970276048177,89,52294391.44475742,66426.84136947148
101,101,4748.9487,4806.9121,14.552999999999999,9.046,58.48,24.705,17.507487516721095,0.008149032390079811,-1,8567509.97336571,19322.3539494051
102,102,4539.9946,4762.3057,8.04,3.355,86.95,9.609000000000002,9.95293256084851,0.004419432292360281,92,23770723.161340043,47837.56396594487
103,103,4533.2188,4806.4268,6.96,2.736,-89.46,7.212999999999999,6.398502982539867,0.0042629430066245255,101,21646762.393553667,49802.385316533015
104,104,4492.8711,4879.5371,18.214000000000002,8.059,-67.36,33.736,14.383083384783607,0.009156606239527227,-1,6312558.50636868,16140.46670605471
105,105,4761.1689,4887.395,10.96,6.749,83.15999999999998,9.706,109.4453382160174,0.010474513778294309,94,95320693.07944769,74441.6691316988
106,106,4816.9663,4827.2051,6.386,4.217,-81.12999999999998,6.847,10.976999303675711,0.006135751666821575,119,26259776.62450615,50300.50984888279
107,107,4844.5083,4916.3076,15.472000000000001,6.986000000000001,-66.35,16.529,52.8264709668344,0.010302856590767849,110,31485925.74933345,38913.42668724948
108,108,4875.7393,4883.6387,10.203,3.7880000000000003,-53.68,7.751999999999998,9.049225809521943,0.005910163878426697,-1,15083894.096411921,34830.30481794734
109,109,4931.5542,4852.0151,16.023,5.835,35.68,-58.788000000000004,12.671223582590866,0.008145557315892853,-1,8731196.59475128,21248.374514094692
110,110,4886.4507,4946.6113,18.515,12.407,9.82,18.775,234.61737015200316,0.017728897564552128,91,65797526.83586305,46589.94121266826
111,111,4649.8467,4780.7949,3.043,1.746,-71.71,5.13,1.777466652329338,0.002282185151986465,111,21552377.030664433,68374.79577394652
112,112,4974.8091,4855.9893,8.367,5.289,71.32,10.045000000000002,11.575222166465352,0.006380010486838925,113,16851008.79862609,35588.699726024875
113,113,4662.0513,4887.332,10.261,4.874,-81.45,12.828,37.910534371673435,0.007134062052454652,112,48834258.71799791,58759.55510725951
114,114,4868.542,4852.3584,7.837999999999999,4.423,-77.26,11.19,5.603138204681691,0.005212879084318575,-1,10412356.814935884,29735.75526231186
115,115,4513.4502,4852.2026,7.184,3.918,77.53,9.946,7.547182697569909,0.004817802044587267,-1,17274043.701981436,40348.21444129479
116,116,4694.5259,4809.2559,5.38,1.796,-76.51,15.322000000000001,2.434203388144432,0.0027950946246721536,-1,16229612.871929247,51093.650212755514
117,117,4505.874,4836.5415,6.638999999999999,2.781,86.71,8.339,4.898747680896603,0.0037770893775903947,-1,17093119.12981303,44598.44817745324
118,118,4670.0811,4817.6265,4.251,3.6710000000000003,-72.43999999999998,8.107999999999999,10.907699310476573,0.0042362990708490755,-1,45029546.584346026,75494.43110035338
119,119,4699.2861,4863.7437,9.198,5.571000000000001,-29.97,9.649,117.90003430581227,0.007005942124650296,120,148226984.61119226,101751.77597944788
120,120,4537.3037,4818.2241,4.643,2.45,-89.15999999999998,5.843,3.4520545303891628,0.002825313104647987,101,19550271.163234994,53835.67998521596
121,121,4700.9688,4941.7979,10.315,8.926,76.01999999999998,8.986,23.099513135544015,0.00899441910738144,-1,16162800.696687173,29020.960514921328
122,122,4582.1997,4808.4141,2.963,2.445,-50.06,4.994,2.21833688067696,0.0022697475745386136,-1,19726811.318534516,60535.59546844591
123,123,4692.0366,4850.3857,6.476,5.252000000000001,-25.11,8.631999999999998,90.49913172819842,0.005430950510416964,109,171416554.337093,121228.1543685614
124,124,4442.7759,4845.0479,5.835,2.134,-74.61,6.115,3.0462066735631605,0.003093145042590443,122,15760282.42575051,47256.13311533245
125,125,4702.208,4895.9878,11.219000000000001,5.477,-79.29,12.597999999999999,41.117281821134526,0.0078048240601626484,-1,43108946.90410382,52437.80289649985
126,126,4564.5264,4810.6504,2.8560000000000003,1.744,-71.36,3.758,2.811453616110793,0.001903474755233291,-1,36363539.15459877,90259.28810864493
127,127,4530.8545,4873.8379,7.945999999999999,6.147,-19.19,13.312999999999999,11.613425027903402,0.006397734002820698,124,15317519.886753416,33103.680757766146
128,128,4581.7563,4895.5688,8.551999999999998,4.603,61.23,16.472,9.785879049584404,0.005282997792243593,-1,16015152.655050697,35725.09371629205
129,129,5096.2017,5051.4287,14.802999999999999,13.193,-6.39,13.648,60.00346198162136,0.015911376378227142,137,19793514.464415252,26611.731512722312
130,130,4422.6021,4960.3711,11.841,7.559999999999999,-75.0,16.396,9.909658003982374,0.008532523723760288,-1,7131623.314359506,19413.4023725798
131,131,4737.146,4888.0322,7.104,4.995,-21.11,10.145,15.303359544884898,0.00559018924934431,94,27783582.395242024,48291.36842954787
132,132,4655.4932,4855.5288,3.187,2.16,-72.79999999999998,5.587000000000001,3.3102982839495265,0.0022320216590623696,-1,30979272.89332988,76835.45345689476
133,133,4588.6377,4977.5806,11.675,9.076,-83.98999999999998,17.801,38.044614848743784,0.009134940905449343,-1,23130324.27593169,33518.765779700945
134,134,4552.4438,4977.5024,18.64,8.636000000000001,-50.92,28.000999999999998,20.03402585771201,0.009261116066965587,-1,8017696.164231207,17775.4319855796
135,135,4454.6758,4996.8774,15.835,10.65,36.62,20.52,17.200188938067466,0.011607681272256408,-1,6570606.335242816,15905.44438120682
136,136,4859.8745,5028.1792,13.158,6.416,-64.65000000000002,10.482999999999999,63.211790749244614,0.009746596045821085,127,48237385.70000491,51234.59695223725
137,137,4771.627,4911.9614,4.612,2.3819999999999997,-80.96,5.292999999999999,7.068251161264881,0.002914087541116492,128,41449645.77858478,79074.71766961052
138,138,4840.1655,5021.7407,14.082,5.212000000000001,-63.51,12.058,36.311796204619796,0.008348069336429747,136,31872702.669243246,43129.78180981397
139,139,4619.8975,5061.3237,14.559000000000001,9.892000000000001,-51.02,16.469,71.78951084154069,0.011398516238129288,131,32113322.924214765,36578.316380569704
140,140,4413.7827,4940.2529,5.042,3.452,-71.8,6.195,2.2072128175089487,0.0036629513629551393,-1,8169782.358212891,31291.17263729221
141,141,4613.1831,4985.4268,8.144999999999998,5.297000000000001,84.15,11.185,20.547393147510764,0.005675617412540674,-1,30681428.431692608,48327.29912602918
